"124";"2";"er";"5765776";"0.0298532541129943"
"125";"2";"en";"5581917";"0.028901293882843"
"126";"2";"n ";"5200956";"0.0269288056106416"
"127";"2";"ch";"3962383";"0.0205158900713467"
"128";"2";"e ";"3935577";"0.0203770975948868"
"129";"2";"de";"3503595";"0.0181404396986661"
"130";"2";" d";"3382613";"0.0175140354836744"
"131";"2";"r ";"3344920";"0.0173188737730424"
"132";"2";"ei";"2900830";"0.0150195247142097"
"133";"2";"te";"2741528";"0.0141947123929007"
"134";"2";"in";"2716095";"0.0140630288498952"
"135";"2";"ie";"2661359";"0.0137796242019989"
"136";"2";"t ";"2249013";"0.0116446349272722"
"137";"2";"s ";"2116291";"0.0109574449302302"
"138";"2";"nd";"2096475";"0.0108548443291137"
"139";"2";"un";"1929248";"0.0099889990160884"
"140";"2";"ge";"1896304";"0.00981842603449867"
"141";"2";"st";"1732421";"0.00896989483179502"
"142";"2";"es";"1600673";"0.00828774788004407"
"143";"2";" e";"1540870";"0.00797810800577227"
"144";"2";"he";"1532467";"0.00793460009039167"
"145";"2";"ne";"1520797";"0.00787417674486131"
"146";"2";"an";"1518026";"0.00785982943633821"
"147";"2";"re";"1416116";"0.00733217364002297"
"148";"2";"is";"1410442";"0.00730279557125354"
"149";"2";"be";"1398828";"0.0072426621749391"
"150";"2";", ";"1382973";"0.00716057030318384"
"151";"2";" a";"1380668";"0.0071486357863503"
"152";"2";"ic";"1285886";"0.00665788638308908"
"153";"2";" i";"1266522";"0.00655762608635816"
"154";"2";"ng";"1239993";"0.00642026782298414"
"155";"2";"it";"1237111";"0.00640534579369378"
"156";"2";"d ";"1222304";"0.00632868011440775"
"157";"2";" s";"1216300";"0.00629759341633026"
"158";"2";"sc";"1215519";"0.00629354966030119"
"159";"2";"m ";"1201183";"0.00621932266102757"
"160";"2";"di";"1151084";"0.00595992684374176"
"161";"2";"se";"1114109";"0.0057684826962709"
"162";"2";"h ";"1108297";"0.00573839010979082"
"163";"2";"on";"1081941";"0.00560192758238739"
"164";"2";"el";"1069766";"0.00553888951624925"
"165";"2";" w";"1034297";"0.0053552429316206"
"166";"2";"au";"1022990";"0.00529669907832911"
"167";"2";" u";"987607";"0.00511349777285347"
"168";"2";"le";"981175";"0.00508019503434008"
"169";"2";"al";"960377";"0.00497250996661597"
"170";"2";"li";"948608";"0.0049115740322932"
"171";"2";"nt";"867290";"0.00449053670480068"
"172";"2";" S";"861570";"0.00446092046346104"
"173";"2";" v";"818106";"0.0042358784505963"
"174";"2";"ti";"789711";"0.00408885866513491"
"175";"2";"ur";"783506";"0.00405673125647888"
"176";"2";"ar";"783368";"0.00405601673876823"
"177";"2";"ri";"754771";"0.00390795106506372"
"178";"2";"rt";"753682";"0.00390231258834714"
"179";"2";"si";"718972";"0.00372259585112702"
"180";"2";" b";"718840";"0.0037219123994038"
"181";"2";"g ";"710516";"0.00367881351952422"
"182";"2";"et";"706904";"0.00366011179509786"
"183";"2";"as";"705291";"0.00365176022214666"
"184";"2";"or";"704776";"0.00364909372489318"
"185";"2";"ra";"703083";"0.00364032793877639"
"186";"2";"em";"678915";"0.00351519414145183"
"187";"2";"hr";"660700";"0.00342088298131169"
